"ID","aylienNERagdistis","tagmeNEDlogs","DBpediaNERAgdistis3252","ambiverseNEDlogs","meaningcloudAgdistis","qanary_logs_DBpediaSpotlightNED","meaningCloudNEDnew","aylienNEDlogs","textrazorAgdistis","dandiNERAgdistisFINAL","dandilionNEDlogs","OntotextNEDlogs","babelfyAgdistis3000","ambiverseAgdistis","tagmeAgdistis","EntityClassifier_NER_Agdistis","newBabelfyNEDlogs","stanfordAgdistis","ontotextAgdistis"
"10841","1.0","1.0","1.0","","1.0","1.0","","1.0","1.0","1.0","1.0","0.5","","","1.0","0.5","","1.0","0.5"
"10842","1.0","1.0","1.0","0.0","0.5","1.0","1.0","1.0","1.0","1.0","1.0","1.0","","","1.0","1.0","0.6666666666666666","1.0",""
"10843","1.0","1.0","1.0","1.0","0.0","1.0","","1.0","1.0","1.0","1.0","0.5","","0.0","1.0","1.0","","1.0","1.0"
"10844","0.5","1.0","0.5","","0.5","1.0","","","0.5","0.5","0.6666666666666666","0.4","","0.0","0.5","0.6666666666666666","0.2","0.5","0.3333333333333333"
"10845","1.0","1.0","1.0","","0.0","0.5","","","1.0","1.0","0.5","0.3333333333333333","1.0","","1.0","1.0","1.0","1.0",""
"10846","","1.0","","","","0.0","","1.0","","","1.0","0.5","","","","","0.0","",""
"10847","","1.0","","","","1.0","","1.0","","","1.0","0.0","","","","0.0","","0.0","0.0"
"10848","","","","","","","","0.6666666666666666","0.0","0.0","0.25","0.0","0.0","","","0.0","0.0","","0.0"
"10849","1.0","1.0","1.0","","1.0","1.0","","","0.5","1.0","1.0","0.5","","","1.0","0.5","0.5","1.0","0.5"
"10850","","0.0","0.0","0.0","","0.0","","1.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0",""
"10851","0.6666666666666666","1.0","0.6666666666666666","0.0","","0.75","0.0","1.0","0.6666666666666666","0.6666666666666666","0.2","0.3333333333333333","","","0.6666666666666666","0.6666666666666666","0.5","0.6666666666666666","0.6666666666666666"
"10852","0.5","1.0","0.5","0.0","","0.5","","0.0","1.0","0.5","0.5","0.5","","0.0","0.5","0.5","0.5","0.5","0.5"
"10853","","1.0","","","","1.0","","1.0","","0.0","0.6666666666666666","0.6666666666666666","","0.0","0.0","0.0","0.4","0.0","0.0"
"10854","1.0","","1.0","1.0","0.0","1.0","1.0","1.0","0.5","1.0","0.0","0.0","","0.0","","1.0","0.0","1.0","0.5"
"10855","0.0","1.0","0.0","","","0.0","0.0","1.0","1.0","0.0","0.0","0.0","","","","0.0","0.0","0.0","0.0"
"10856","","","0.0","","","0.0","0.0","","","0.0","0.5","","","","","0.0","0.0","",""
"10857","0.0","1.0","0.0","","0.0","0.0","","1.0","","0.0","0.5","0.5","","","0.0","0.0","0.0","",""
"10858","0.0","0.6666666666666666","0.6666666666666666","0.0","1.0","0.6666666666666666","","1.0","0.6666666666666666","1.0","0.0","0.6666666666666666","","0.0","1.0","1.0","0.5","1.0","0.6666666666666666"
"10859","0.0","1.0","0.5","0.0","1.0","0.5","","","","0.5","0.5","0.0","","0.0","0.5","0.25","0.5","0.5","0.3333333333333333"
"10860","1.0","1.0","1.0","","","1.0","","1.0","1.0","1.0","1.0","","","","1.0","1.0","","1.0","1.0"
"10861","0.0","","0.0","0.0","","1.0","","1.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0"
"10862","1.0","1.0","1.0","0.0","0.0","1.0","","0.5","1.0","0.5","0.5","0.5","","0.0","1.0","0.5","0.3333333333333333","1.0","0.5"
"10863","","1.0","1.0","0.0","1.0","1.0","","1.0","1.0","0.5","0.5","0.5","1.0","","1.0","0.3333333333333333","1.0","1.0","0.5"
"10864","","","","","","","","1.0","","","","0.0","","","","","0.0","0.0",""
"10865","0.0","0.5","0.0","0.0","","0.5","","1.0","","0.0","0.25","0.0","","0.0","0.0","0.0","0.3333333333333333","","0.0"
"10866","1.0","1.0","1.0","","","1.0","","1.0","1.0","1.0","1.0","0.0","","","1.0","0.0","0.3333333333333333","","1.0"
"10867","1.0","1.0","0.5","1.0","1.0","1.0","1.0","1.0","0.5","0.5","0.3333333333333333","0.6666666666666666","","","1.0","0.5","0.25","1.0",""
"10868","","1.0","0.0","1.0","1.0","0.0","1.0","1.0","0.5","0.3333333333333333","0.25","1.0","0.5","0.0","","0.5","0.3333333333333333","1.0","0.5"
"10869","0.0","1.0","0.5","","0.0","0.6666666666666666","0.0","1.0","0.0","0.0","0.6666666666666666","0.6666666666666666","","","0.0","0.0","0.6666666666666666","0.5","0.0"
"10870","1.0","1.0","1.0","1.0","0.5","1.0","1.0","1.0","1.0","1.0","0.5","0.6666666666666666","","0.0","1.0","1.0","0.2","1.0","1.0"
"10871","1.0","0.0","0.5","0.5","","0.5","1.0","0.5","","0.0","0.0","0.0","","0.0","0.0","","0.0","","0.5"
"10872","1.0","1.0","1.0","","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","","1.0","1.0","0.5","1.0",""
"10873","0.0","1.0","0.0","","","0.0","","0.0","0.0","0.0","0.5","","","","0.0","0.0","0.0","0.0",""
"10874","0.0","1.0","0.0","","","0.0","","0.5","0.0","0.0","0.0","0.5","0.0","","","0.0","0.0","0.0","0.0"
"10875","1.0","0.5","1.0","","1.0","1.0","","","1.0","1.0","0.5","0.0","1.0","","1.0","1.0","0.3333333333333333","",""
"10876","1.0","","1.0","","1.0","1.0","0.0","","1.0","1.0","1.0","0.3333333333333333","0.0","","","0.0","0.0","1.0","0.5"
"10877","0.0","1.0","0.0","0.0","","0.6666666666666666","","","","0.0","0.25","0.5","","","0.0","0.0","0.5","0.0","0.0"
"10878","0.5","1.0","0.5","0.5","0.0","1.0","0.5","","","0.5","1.0","1.0","","0.0","0.0","0.5","0.0","0.5",""
"10879","1.0","1.0","1.0","0.0","","0.5","","1.0","","1.0","0.5","1.0","","","","1.0","0.0","1.0","1.0"
"10880","","1.0","0.0","0.0","","0.3333333333333333","","1.0","0.0","0.0","0.2","0.0","","0.0","1.0","0.0","0.0","0.0","0.0"
"10881","0.0","","0.0","","","0.0","","1.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0",""
"10882","0.0","1.0","0.0","","0.0","0.0","","1.0","0.0","0.0","0.0","1.0","","","0.0","0.0","0.6666666666666666","0.0","0.0"
"10883","0.0","","0.0","","","1.0","","","","0.0","0.0","0.0","","","","0.0","","","0.0"
"10884","","1.0","","1.0","","","","0.0","","0.0","0.3333333333333333","0.0","0.0","","","0.0","0.0","","0.0"
"10885","","","","","0.0","","1.0","0.0","","0.0","0.3333333333333333","0.0","0.0","","","0.0","0.0","","0.0"
"10886","0.0","1.0","0.0","","0.0","0.5","","0.5","","0.0","0.3333333333333333","0.5","","","0.0","0.0","0.0","0.0","0.0"
"10887","","","","","","","","0.0","","","0.0","0.5","0.0","","","","0.0","",""
"10888","0.0","0.5","0.0","","","0.0","0.0","1.0","","0.0","0.5","0.0","0.0","","0.0","0.0","0.5","","0.0"
"10889","","1.0","","","","1.0","0.0","1.0","","","0.5","0.5","","","","","","",""
"10890","1.0","1.0","1.0","","0.0","1.0","","","1.0","1.0","1.0","0.3333333333333333","","","1.0","1.0","0.3333333333333333","1.0","1.0"
"10891","0.5","1.0","0.5","0.0","1.0","1.0","","","0.5","0.5","0.5","1.0","","","0.5","0.5","","0.5","0.5"
"10892","0.5","1.0","0.5","","0.0","0.5","","0.0","0.5","0.5","0.3333333333333333","","","","","0.5","","1.0","1.0"
"10893","0.0","0.0","0.0","","","0.0","","1.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"10894","0.5","1.0","0.5","","","1.0","","1.0","0.5","0.5","1.0","1.0","","","0.5","0.5","0.5","0.5","0.5"
"10895","0.0","1.0","0.0","0.0","","0.5","","1.0","","0.0","0.3333333333333333","0.3333333333333333","","","0.0","0.0","0.25","",""
"10896","1.0","1.0","1.0","","1.0","1.0","","1.0","1.0","1.0","0.5","1.0","","","1.0","1.0","","1.0","1.0"
"10897","","","","","","1.0","1.0","","","","1.0","0.5","","","","","0.0","",""
"10898","1.0","1.0","1.0","1.0","1.0","1.0","","1.0","1.0","1.0","0.5","0.5","0.5","0.0","1.0","1.0","0.3333333333333333","1.0","0.5"
"10899","1.0","0.0","0.5","1.0","","0.5","1.0","","0.5","","0.3333333333333333","0.25","0.0","","0.0","0.3333333333333333","0.0","1.0","0.5"
"10900","1.0","","1.0","1.0","","1.0","0.5","0.0","1.0","1.0","0.0","0.3333333333333333","","","","1.0","0.0","1.0","1.0"
"10901","","1.0","","","","0.0","0.0","","","0.0","1.0","0.0","","","0.0","0.0","","",""
"10902","1.0","1.0","1.0","1.0","0.5","1.0","0.0","0.6666666666666666","","1.0","1.0","0.6666666666666666","0.0","0.0","1.0","1.0","0.0","1.0","1.0"
"10903","1.0","","1.0","","1.0","1.0","0.0","1.0","0.0","1.0","1.0","0.5","1.0","","","0.0","1.0","1.0","0.0"
"10904","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","0.5","0.5","0.0","0.0","","0.3333333333333333","0.0","1.0","0.3333333333333333"
"10905","1.0","1.0","1.0","1.0","","1.0","","1.0","1.0","1.0","1.0","0.5","","0.0","1.0","0.0","0.3333333333333333","0.0","1.0"
"10906","0.0","0.0","0.0","","","0.3333333333333333","0.0","1.0","","0.0","0.0","","0.0","","0.0","0.0","0.5","0.0","0.0"
"10907","","","","","","","","","","","0.0","0.0","","","","","0.0","",""
"10908","","1.0","","","","","","","0.0","0.0","1.0","","","","0.0","0.0","0.0","0.0","0.0"
"10909","","","","","","","","1.0","","","","","","","","","","",""
"10910","0.0","1.0","0.0","","","1.0","","","0.0","0.0","0.3333333333333333","1.0","","","0.0","0.0","0.5","","0.0"
"10911","1.0","1.0","0.5","","","0.5","","0.5","0.5","0.5","0.5","0.25","","","1.0","0.5","0.25","","1.0"
"10912","","","","","","1.0","","0.0","","","1.0","","0.0","","","","0.0","","0.0"
"10913","1.0","1.0","1.0","1.0","","1.0","1.0","0.2","1.0","1.0","0.3333333333333333","0.25","","","1.0","0.5","0.0","1.0","0.5"
"10914","","","","","","1.0","","0.0","","","0.0","0.0","","","","","0.0","",""
"10915","","0.5","","","0.0","","","1.0","","0.0","1.0","","0.0","","","0.0","","",""
"10916","1.0","","1.0","","","1.0","","0.0","1.0","0.5","0.3333333333333333","0.0","","","","0.3333333333333333","0.0","1.0","0.5"
"10917","1.0","1.0","1.0","1.0","","1.0","","1.0","1.0","0.5","0.5","1.0","","0.0","1.0","1.0","","1.0",""
"10918","1.0","1.0","1.0","1.0","","1.0","1.0","1.0","1.0","0.3333333333333333","0.25","1.0","","","1.0","0.3333333333333333","0.3333333333333333","1.0",""
"10919","","1.0","0.0","","0.0","0.0","0.0","1.0","","0.0","0.5","0.5","","","0.0","0.0","0.0","0.0","0.0"
"10920","1.0","1.0","1.0","1.0","","1.0","1.0","","1.0","1.0","0.5","0.5","","","1.0","1.0","0.0","1.0","1.0"
"10921","","1.0","1.0","","","1.0","1.0","1.0","1.0","1.0","0.5","0.0","1.0","","1.0","1.0","0.5","1.0","1.0"
"10922","1.0","","1.0","1.0","","0.5","1.0","1.0","1.0","0.5","0.3333333333333333","0.25","","","","1.0","0.0","1.0","1.0"
"10923","","1.0","","","","","","0.3333333333333333","1.0","1.0","1.0","0.0","1.0","","1.0","1.0","0.5","","1.0"
"10924","","","","","","","","1.0","1.0","1.0","0.5","0.5","","","","1.0","","","1.0"
"10925","","","","","","1.0","","","0.0","","1.0","0.5","","","","0.0","","0.0","0.0"
"10926","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.5","","1.0","0.0","","1.0","0.0","1.0","1.0"
"10927","1.0","","1.0","1.0","","1.0","1.0","0.0","0.5","1.0","0.0","0.5","0.0","","","1.0","0.0","1.0","1.0"
"10928","1.0","1.0","1.0","0.0","1.0","0.5","","1.0","1.0","0.5","0.5","0.3333333333333333","","","1.0","0.3333333333333333","0.25","1.0","0.3333333333333333"
"10929","","1.0","","","","0.5","","1.0","","","0.5","0.5","","","","","0.0","",""
"10930","0.0","1.0","0.0","","","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.5","0.0",""
"10931","","1.0","","","0.0","1.0","0.0","0.5","","","0.6666666666666666","0.5","","","","","0.4","",""
"10932","","1.0","","","","1.0","","1.0","","","1.0","0.0","","","","0.0","0.3333333333333333","",""
"10933","1.0","1.0","1.0","1.0","1.0","1.0","1.0","","1.0","1.0","1.0","0.6666666666666666","","","1.0","1.0","0.4","1.0","1.0"
"10934","","0.5","","","0.0","1.0","","1.0","","","0.5","0.5","","","","","0.5","",""
"10935","1.0","1.0","1.0","","","1.0","","","1.0","1.0","0.5","0.5","1.0","","1.0","1.0","1.0","1.0","1.0"
"10936","","1.0","","","","1.0","","0.6666666666666666","","0.0","0.5","0.0","0.0","","","0.0","0.0","","0.0"
"10937","","1.0","0.0","","0.0","0.5","","1.0","0.0","0.0","0.5","0.5","0.0","","","0.0","0.5","","0.0"
"10938","","1.0","","","0.0","","0.0","1.0","1.0","1.0","1.0","","","","1.0","1.0","0.16666666666666666","1.0","0.0"
"10939","","1.0","","","","","0.0","1.0","0.5","1.0","1.0","1.0","","","1.0","0.5","","0.5","1.0"
"10940","1.0","","1.0","1.0","","1.0","1.0","0.5","1.0","1.0","0.3333333333333333","0.3333333333333333","","","","1.0","0.0","1.0","1.0"
"10941","","0.6666666666666666","0.0","","","0.0","","1.0","","0.6666666666666666","0.6666666666666666","0.5","","0.0","0.6666666666666666","0.6666666666666666","0.5","0.5","0.6666666666666666"
"10942","","1.0","0.0","0.0","","0.0","","1.0","1.0","1.0","1.0","0.5","0.0","","1.0","0.0","0.0","1.0","1.0"
"10943","1.0","","1.0","0.0","0.0","0.5","1.0","1.0","1.0","1.0","0.5","0.5","","0.0","","1.0","0.0","1.0",""
"10944","1.0","1.0","1.0","0.0","1.0","0.5","","0.0","1.0","1.0","0.5","0.3333333333333333","1.0","","1.0","1.0","0.5","1.0","1.0"
"10945","1.0","1.0","1.0","0.0","1.0","1.0","","0.0","1.0","1.0","1.0","","1.0","","1.0","1.0","0.3333333333333333","1.0","1.0"
"10946","0.0","0.5","0.0","0.0","","1.0","","1.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","1.0","0.0","0.0"
"10947","1.0","0.0","1.0","1.0","","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","","","1.0","1.0","1.0","1.0"
"10948","1.0","","1.0","1.0","","1.0","0.0","","1.0","1.0","1.0","0.0","1.0","","","0.5","1.0","1.0","1.0"
"10949","","0.0","","","0.0","0.0","0.0","0.5","","","0.0","","","","","0.0","","","0.0"
"10950","0.0","0.0","0.0","0.0","","0.0","0.0","0.6666666666666666","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0"
"10951","","0.0","","","","0.0","0.0","","","","0.0","0.0","","","","0.0","0.0","","0.0"
"10952","1.0","0.0","1.0","","","1.0","","1.0","","1.0","0.3333333333333333","","","","0.0","1.0","0.0","1.0",""
"10953","1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","0.5","0.3333333333333333","1.0","","0.0","1.0","0.5","","1.0","0.5"
"10954","1.0","1.0","1.0","1.0","0.5","0.6666666666666666","","1.0","1.0","0.6666666666666666","0.6666666666666666","1.0","","","1.0","0.6666666666666666","0.4","1.0","0.6666666666666666"
"10955","","","","","","","0.0","0.0","0.0","","","0.0","","","","0.0","","","0.0"
"10956","1.0","1.0","1.0","","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","","","1.0","1.0","0.3333333333333333","1.0",""
"10957","1.0","1.0","1.0","","","1.0","","1.0","0.6666666666666666","0.5","0.5","0.5","","","1.0","0.4","0.2857142857142857","1.0",""
"10958","0.0","","0.0","","0.0","0.5","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0"
"10959","1.0","1.0","1.0","","","1.0","","0.0","1.0","1.0","0.5","","0.0","0.0","1.0","","0.0","1.0","1.0"
"10960","1.0","","1.0","","0.0","1.0","1.0","1.0","1.0","1.0","0.5","1.0","1.0","","","1.0","1.0","1.0",""
"10961","1.0","1.0","1.0","","","1.0","","1.0","1.0","","","0.0","","","","1.0","0.5","1.0","0.0"
"10962","","","","0.0","","","","1.0","0.0","0.0","0.0","","0.0","0.0","","0.0","0.0","0.0","0.0"
"10963","1.0","1.0","0.5","1.0","","0.3333333333333333","1.0","1.0","0.5","0.5","0.6666666666666666","0.3333333333333333","","","1.0","0.5","0.0","1.0","0.5"
"10964","","1.0","1.0","","","1.0","","0.0","1.0","1.0","1.0","0.0","","","1.0","1.0","0.5","",""
"10965","","","","","0.0","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0"
"10966","0.5","1.0","0.5","0.0","","1.0","","1.0","0.5","0.5","0.5","0.5","","","0.5","0.3333333333333333","0.2857142857142857","0.5","0.5"
"10967","1.0","1.0","1.0","","0.0","1.0","","1.0","1.0","1.0","0.5","1.0","","","1.0","1.0","0.5","1.0","1.0"
"10968","0.5","1.0","0.3333333333333333","","1.0","0.3333333333333333","1.0","","0.6666666666666666","0.6666666666666666","0.5","0.6666666666666666","0.0","","1.0","0.3333333333333333","0.0","1.0","0.6666666666666666"
"10969","1.0","1.0","","","0.0","","","1.0","1.0","1.0","1.0","1.0","","","1.0","0.5","","","0.5"
"10970","1.0","1.0","1.0","","","1.0","0.0","0.0","1.0","1.0","0.6666666666666666","","","","1.0","1.0","1.0","1.0","1.0"
"10971","1.0","1.0","","","1.0","","","1.0","1.0","1.0","1.0","0.0","","","1.0","0.0","0.5","1.0","1.0"
"10972","1.0","","1.0","","1.0","1.0","1.0","1.0","1.0","1.0","0.5","0.5","","","","0.0","0.2","1.0","1.0"
"10973","1.0","1.0","1.0","","1.0","0.6666666666666666","1.0","1.0","1.0","1.0","0.5","0.6666666666666666","","1.0","0.0","1.0","0.5","1.0",""
"10974","1.0","1.0","1.0","","","1.0","0.0","","1.0","0.3333333333333333","0.25","0.0","0.3333333333333333","","1.0","0.5","0.3333333333333333","1.0","0.5"
"10975","1.0","","1.0","","","1.0","","1.0","0.0","1.0","1.0","1.0","","","","0.0","0.25","",""
"10976","1.0","1.0","1.0","","1.0","1.0","1.0","1.0","","1.0","1.0","1.0","1.0","","1.0","","1.0","","1.0"
"10977","1.0","1.0","1.0","","1.0","1.0","1.0","","1.0","0.5","0.5","1.0","0.5","","1.0","0.5","0.3333333333333333","1.0","1.0"
"10978","1.0","0.5","1.0","1.0","","1.0","1.0","","1.0","0.5","0.25","0.3333333333333333","","0.0","1.0","1.0","0.5","1.0","1.0"
"10979","1.0","","1.0","","","1.0","","0.0","1.0","1.0","0.5","0.0","1.0","","","1.0","1.0","1.0","1.0"
"10980","0.0","1.0","0.0","0.0","0.0","0.0","","1.0","","0.0","0.5","0.5","","0.0","0.0","0.0","0.125","0.0","0.0"
"10981","0.5","1.0","0.5","0.5","0.0","0.5","","","0.5","0.5","0.3333333333333333","0.5","","0.0","1.0","0.5","0.3333333333333333","1.0",""
"10982","","0.5","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","","0.0","0.0","0.3333333333333333","0.0",""
"10983","","1.0","","","1.0","","","1.0","1.0","1.0","0.3333333333333333","","","","1.0","1.0","0.16666666666666666","","0.0"
"10984","","1.0","","","","1.0","","0.0","","","1.0","1.0","","","","0.0","0.5","","0.0"
"10985","","1.0","","","0.5","","","1.0","1.0","1.0","1.0","0.0","","","1.0","0.25","0.3333333333333333","1.0","0.0"
"10986","","1.0","0.0","","","0.0","","1.0","","0.0","0.0","","","","","","0.25","",""
"10987","1.0","1.0","1.0","","0.0","1.0","","1.0","1.0","","1.0","1.0","","","1.0","1.0","0.5","1.0","1.0"
"10988","","","","","","","","1.0","","","0.5","","","","","","","",""
"10989","0.0","1.0","0.0","","0.0","1.0","","0.3333333333333333","0.0","0.0","0.3333333333333333","0.0","","","0.0","0.0","0.5","0.0","0.0"
"10990","1.0","","1.0","1.0","0.0","1.0","","0.5","0.5","1.0","1.0","0.0","0.5","0.0","","0.5","0.3333333333333333","1.0","0.5"
"10991","0.0","1.0","0.0","1.0","1.0","1.0","","1.0","","0.0","0.3333333333333333","0.0","0.0","","","0.0","1.0","0.0","0.0"
"10992","1.0","0.0","1.0","","0.0","1.0","","1.0","0.5","0.5","1.0","1.0","1.0","","","0.3333333333333333","1.0","1.0","0.5"
"10993","1.0","","1.0","","1.0","1.0","","1.0","1.0","1.0","1.0","0.3333333333333333","0.5","","","0.5","0.3333333333333333","1.0","0.5"
"10994","","","0.0","","","0.0","","0.0","0.5","","","0.0","0.0","","","0.5","0.0","1.0","0.5"
"10995","0.0","0.5","0.0","","0.6666666666666666","0.0","0.0","1.0","","0.5","0.0","0.6666666666666666","","","0.5","0.0","0.2857142857142857","0.0","0.6666666666666666"
"10996","","","1.0","","1.0","0.5","","1.0","0.5","1.0","0.0","0.0","","","","1.0","0.3333333333333333","1.0","0.5"
"10997","0.0","1.0","0.0","","0.0","0.3333333333333333","","","","0.0","0.25","0.3333333333333333","","","","0.0","0.3333333333333333","0.0","0.0"
"10998","0.0","1.0","0.0","","","0.0","","0.0","","","1.0","1.0","","","","0.0","0.0","0.0",""
"10999","1.0","1.0","1.0","","","1.0","1.0","0.5","1.0","1.0","1.0","1.0","0.0","","","0.5","0.0","1.0","0.5"
"11000","1.0","1.0","1.0","","1.0","1.0","","1.0","1.0","1.0","1.0","1.0","","","1.0","0.5","0.3333333333333333","","0.5"
"11001","","","","1.0","","","","","0.0","","","0.0","0.0","0.0","","0.0","1.0","","0.0"
"11002","","0.5","","1.0","","","","1.0","1.0","0.5","0.5","1.0","","0.0","1.0","1.0","0.0","1.0","1.0"
"11003","","1.0","","","","0.0","","1.0","","1.0","0.3333333333333333","","0.5","","0.0","0.0","0.3333333333333333","",""
"11004","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","","0.0","1.0","1.0","1.0","1.0","1.0"
"11005","1.0","","0.5","","0.0","0.5","1.0","","1.0","0.5","0.5","0.0","","","","0.5","1.0","1.0","1.0"
"11006","0.0","1.0","0.0","","0.0","1.0","","1.0","0.0","0.0","0.3333333333333333","0.0","0.0","","0.0","","0.5","0.0","0.0"
"11007","1.0","","1.0","1.0","0.0","1.0","1.0","1.0","1.0","0.5","0.0","0.0","0.5","0.0","","1.0","0.3333333333333333","1.0",""
"11008","1.0","1.0","1.0","","0.0","1.0","1.0","0.0","","1.0","0.0","0.0","","","","0.0","0.5","",""
"11009","","0.0","0.0","1.0","0.0","0.0","","0.3333333333333333","","0.0","0.5","0.0","0.0","","0.0","","1.0","",""
"11010","1.0","1.0","","1.0","1.0","1.0","","1.0","1.0","1.0","0.6666666666666666","0.6666666666666666","","","1.0","0.5","0.3333333333333333","1.0","1.0"
"11011","","1.0","1.0","","1.0","1.0","","0.3333333333333333","1.0","1.0","1.0","0.5","0.0","","1.0","1.0","0.0","1.0","1.0"
"11012","0.0","1.0","0.0","0.0","","0.0","0.3333333333333333","","0.0","1.0","0.0","0.6666666666666666","1.0","","1.0","0.0","1.0","0.0","1.0"
"11013","","1.0","1.0","","1.0","1.0","","0.0","","1.0","1.0","","","","1.0","0.5","","1.0","1.0"
"11014","0.3333333333333333","1.0","1.0","0.0","0.0","1.0","0.3333333333333333","","","1.0","0.0","1.0","","","","0.3333333333333333","0.6666666666666666","0.3333333333333333","1.0"
"11015","1.0","1.0","1.0","","1.0","1.0","","1.0","1.0","1.0","0.5","0.3333333333333333","0.5","","1.0","0.5","0.3333333333333333","","1.0"
"11016","0.0","1.0","0.0","0.0","0.0","0.0","","1.0","1.0","1.0","0.5","0.0","","","1.0","0.0","0.3333333333333333","0.0","0.0"
"11017","0.0","1.0","0.0","","1.0","1.0","","1.0","","0.0","0.5","1.0","","","0.0","0.5","0.6666666666666666","1.0","0.5"
"11018","1.0","1.0","0.5","","","0.5","0.0","1.0","0.5","0.5","0.5","0.5","","","1.0","0.0","0.0","","0.5"
"11019","","1.0","1.0","","","1.0","","1.0","1.0","0.5","0.3333333333333333","0.5","1.0","","1.0","0.5","1.0","1.0",""
"11020","","1.0","","","","","","1.0","","0.0","0.3333333333333333","","","","","0.0","0.25","","0.0"
"11021","1.0","1.0","1.0","","1.0","1.0","","0.0","0.5","0.5","0.5","0.3333333333333333","","","1.0","1.0","0.5","1.0","0.5"
"11022","","","","","","","","1.0","","0.0","0.0","0.0","","","","0.0","0.0","","0.0"
"11023","1.0","0.5","1.0","1.0","","0.5","0.5","0.0","1.0","1.0","0.6666666666666666","","","","1.0","1.0","0.0","1.0","1.0"
"11024","1.0","1.0","1.0","0.0","1.0","1.0","","0.0","1.0","1.0","0.0","","0.0","","1.0","1.0","0.0","1.0","1.0"
"11025","0.0","1.0","","","","0.6666666666666666","0.0","0.0","0.0","","0.0","","0.0","","","","0.0","",""
"11026","0.0","1.0","0.5","0.0","0.3333333333333333","0.5","0.0","0.5","0.0","1.0","0.5","0.3333333333333333","","","1.0","0.0","0.3","0.0","0.3333333333333333"
"11027","","","","","","","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.5","","0.0"
"11028","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0"
"11029","","1.0","","","","0.0","","1.0","","","0.5","0.3333333333333333","","","","","0.5","","0.0"
"11030","0.0","1.0","0.0","1.0","1.0","1.0","","","","0.0","1.0","0.3333333333333333","0.0","","","0.0","0.5","0.0","0.0"
"11031","1.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0","","1.0","1.0","1.0","","0.0","1.0","1.0","0.25","1.0","1.0"
"11032","1.0","","1.0","","0.0","1.0","","0.0","","0.5","0.0","0.0","","","","0.2","","","0.0"
"11033","","0.0","","","","","","1.0","","0.0","0.0","0.0","0.0","","","0.0","0.0","",""
"11034","1.0","1.0","1.0","","","1.0","","","1.0","0.3333333333333333","0.25","0.5","0.5","","1.0","0.3333333333333333","0.5","","0.5"
"11035","1.0","1.0","1.0","0.5","0.0","1.0","0.0","","0.6666666666666666","0.6666666666666666","0.4","0.6666666666666666","","0.0","1.0","0.5","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"11036","0.3333333333333333","1.0","0.3333333333333333","","","0.3333333333333333","0.0","0.0","","1.0","1.0","0.5","1.0","","","0.25","1.0","0.5","0.5"
"11037","1.0","1.0","1.0","","0.0","1.0","","0.0","1.0","1.0","1.0","0.5","","","1.0","1.0","0.4","1.0","1.0"
"11038","","0.0","","","","","","","1.0","","","0.0","1.0","","","1.0","1.0","",""
"11039","1.0","1.0","1.0","","","1.0","","0.0","1.0","1.0","1.0","0.5","","","1.0","1.0","0.0","1.0","1.0"
"11040","0.0","1.0","0.0","","0.0","0.0","","","","0.0","1.0","1.0","","","0.0","0.0","0.5","","0.0"
"11041","1.0","1.0","","","","0.0","","","0.5","","0.0","","","","1.0","","","",""
"11042","1.0","1.0","1.0","","","1.0","1.0","","1.0","1.0","1.0","","","","","1.0","0.25","1.0","1.0"
"11043","0.0","1.0","0.0","","","1.0","","","0.0","0.0","0.0","0.0","","","","0.0","0.3333333333333333","","0.0"
"11044","1.0","1.0","1.0","0.0","","1.0","","1.0","","1.0","1.0","0.5","1.0","","1.0","1.0","0.5","1.0","1.0"
"11045","","1.0","0.0","","0.0","0.0","0.0","","","1.0","1.0","0.5","","","0.5","0.0","0.14285714285714285","",""
"11046","","1.0","","","","1.0","","1.0","","","1.0","1.0","0.0","","","0.0","0.3333333333333333","",""
