qid,qsparql_query,sparql_answers/0,sparql_answers/1,sparql_answers/2,sparql_answers/3,sparql_answers/4,sparql_answers/5,sparql_answers/6,sparql_answers/7,sparql_answers/8,sparql_answers/9,sparql_answers/10,sparql_answers/11,sparql_answers/12,sparql_answers/13,sparql_answers/14,sparql_answers/15,sparql_answers/16,sparql_answers/17,sparql_answers/18,sparql_answers/19,sparql_answers/20,sparql_answers/21,sparql_answers/22,sparql_answers/23,sparql_answers/24,sparql_answers/25,sparql_answers/26,sparql_answers/27,sparql_answers/28,sparql_answers/29,sparql_answers/30,sparql_answers/31,sparql_answers/32,sparql_answers/33,sparql_answers/34,sparql_answers/35,sparql_answers/36,sparql_answers/37,sparql_answers/38,sparql_answers/39,sparql_answers/40,sparql_answers/41,sparql_answers/42,sparql_answers/43,sparql_answers/44,sparql_answers/45,sparql_answers/46,sparql_answers/47,sparql_answers/48,sparql_answers/49,sparql_answers/50,sparql_answers/51,sparql_answers/52,sparql_answers/53,sparql_answers/54,sparql_answers/55,sparql_answers/56,sparql_answers/57,sparql_answers/58,sparql_answers/59,sparql_answers/60,sparql_answers/61,sparql_answers/62,sparql_answers/63,sparql_answers/64,sparql_answers/65,sparql_answers/66,sparql_answers/67,sparql_answers/68,sparql_answers/69,sparql_answers/70,sparql_answers/71,sparql_answers/72,sparql_answers/73,sparql_answers/74,sparql_answers/75,sparql_answers/76,sparql_answers/77,sparql_answers/78,sparql_answers/79,sparql_answers/80,sparql_answers/81,sparql_answers/82,sparql_answers/83,sparql_answers/84
15046,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Claudia_Schiffer> <http://dbpedia.org/ontology/height> ?uri },1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15046,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Claudia_Schiffer> <http://dbpedia.org/ontology/height> ?uri },1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15047,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/GMT_Games> <http://dbpedia.org/ontology/publisher> ?uri },,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15047,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/GMT_Games> <http://dbpedia.org/ontology/publisher> ?uri },,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15048,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Intel> <http://dbpedia.org/ontology/foundedBy> ?uri },,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15048,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Intel> <http://dbpedia.org/ontology/foundedBy> ?uri },,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15051,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Weser> <http://dbpedia.org/ontology/city> ?uri },http://dbpedia.org/resource/Kassel,http://dbpedia.org/resource/Fulda_(river),http://dbpedia.org/resource/Hamelin,http://dbpedia.org/resource/Minden,http://dbpedia.org/resource/Hann._Münden,http://dbpedia.org/resource/Bremen,http://dbpedia.org/resource/Bremerhaven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15051,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Weser> <http://dbpedia.org/ontology/city> ?uri },http://dbpedia.org/resource/Kassel,http://dbpedia.org/resource/Fulda_(river),http://dbpedia.org/resource/Hamelin,http://dbpedia.org/resource/Minden,http://dbpedia.org/resource/Hann._Münden,http://dbpedia.org/resource/Bremen,http://dbpedia.org/resource/Bremerhaven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15055,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/headquarter> <http://dbpedia.org/resource/Secret_Intelligence_Service> . ?uri <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/United_Kingdom> . },,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15055,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/headquarter> <http://dbpedia.org/resource/Secret_Intelligence_Service> . ?uri <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/United_Kingdom> . },,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15057,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Goofy> <http://dbpedia.org/ontology/creator> ?uri },http://dbpedia.org/resource/Paul_Murry,http://dbpedia.org/resource/Walt_Disney,http://dbpedia.org/resource/Frank_Webb_(cartoonist),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15057,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Goofy> <http://dbpedia.org/ontology/creator> ?uri },http://dbpedia.org/resource/Paul_Murry,http://dbpedia.org/resource/Walt_Disney,http://dbpedia.org/resource/Frank_Webb_(cartoonist),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15058,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/date> <http://dbpedia.org/resource/Cuban_missile_crisis> . ?uri <http://dbpedia.org/ontology/date> <http://dbpedia.org/resource/Bay_of_Pigs_Invasion> . },,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15058,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/date> <http://dbpedia.org/resource/Cuban_missile_crisis> . ?uri <http://dbpedia.org/ontology/date> <http://dbpedia.org/resource/Bay_of_Pigs_Invasion> . },,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15059,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Japan> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Island>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15059,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Japan> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Island>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15059,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Japan> <http://dbpedia.org/ontology/country> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Island>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15059,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Japan> <http://dbpedia.org/ontology/country> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Island>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15065,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Apollo_14> <http://dbpedia.org/ontology/mission> ?uri },,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15065,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Apollo_14> <http://dbpedia.org/ontology/mission> ?uri },,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15072,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Denmark> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15072,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Denmark> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15072,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Denmark> <http://dbpedia.org/ontology/country> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15072,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Denmark> <http://dbpedia.org/ontology/country> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15073,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/operator> <http://dbpedia.org/resource/NASA> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/LaunchPad>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15073,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/operator> <http://dbpedia.org/resource/NASA> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/LaunchPad>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15073,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/NASA> <http://dbpedia.org/ontology/operator> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/LaunchPad>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15073,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/NASA> <http://dbpedia.org/ontology/operator> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/LaunchPad>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15074,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Cat_Stevens> <http://dbpedia.org/ontology/instrument> ?uri },http://dbpedia.org/resource/Rhodes_piano,http://dbpedia.org/resource/Mandolin,http://dbpedia.org/resource/Epiphone_Casino,http://dbpedia.org/resource/Gibson_ES-335,http://dbpedia.org/resource/Gibson_J-200,http://dbpedia.org/resource/Baldwin_Piano_Company,http://dbpedia.org/resource/Fender_Telecaster,http://dbpedia.org/resource/Mellotron,http://dbpedia.org/resource/Ovation_Guitar_Company,http://dbpedia.org/resource/Gibson_Everly_Brothers_Flattop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15074,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Cat_Stevens> <http://dbpedia.org/ontology/instrument> ?uri },http://dbpedia.org/resource/Rhodes_piano,http://dbpedia.org/resource/Mandolin,http://dbpedia.org/resource/Epiphone_Casino,http://dbpedia.org/resource/Gibson_ES-335,http://dbpedia.org/resource/Gibson_J-200,http://dbpedia.org/resource/Baldwin_Piano_Company,http://dbpedia.org/resource/Fender_Telecaster,http://dbpedia.org/resource/Mellotron,http://dbpedia.org/resource/Ovation_Guitar_Company,http://dbpedia.org/resource/Gibson_Everly_Brothers_Flattop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15076,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Juan_Carlos_I_of_Spain> . ?x <http://dbpedia.org/ontology/parent> ?uri . },http://dbpedia.org/resource/Paul_of_Greece,http://dbpedia.org/resource/Frederika_of_Hanover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15076,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Juan_Carlos_I_of_Spain> . ?x <http://dbpedia.org/ontology/parent> ?uri . },http://dbpedia.org/resource/Paul_of_Greece,http://dbpedia.org/resource/Frederika_of_Hanover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15076,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Juan_Carlos_I_of_Spain> <http://dbpedia.org/ontology/spouse> ?x. ?x <http://dbpedia.org/ontology/parent> ?uri },http://dbpedia.org/resource/Paul_of_Greece,http://dbpedia.org/resource/Frederika_of_Hanover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15076,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Juan_Carlos_I_of_Spain> <http://dbpedia.org/ontology/spouse> ?x. ?x <http://dbpedia.org/ontology/parent> ?uri },http://dbpedia.org/resource/Paul_of_Greece,http://dbpedia.org/resource/Frederika_of_Hanover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15077,SELECT (COUNT(DISTINCT ?x) as ?c) WHERE{ <http://dbpedia.org/resource/Google> <http://dbpedia.org/ontology/numberOfEmployees> ?v1. },,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15079,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/isPartOf> <http://dbpedia.org/resource/New_Jersey> . ?x <http://dbpedia.org/ontology/populationTotal> ?uri . ?x <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15079,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/isPartOf> <http://dbpedia.org/resource/New_Jersey> . ?x <http://dbpedia.org/ontology/populationTotal> ?uri . ?x <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15083,SELECT (COUNT(DISTINCT ?x) as ?c) WHERE{ <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/ontology/child> ?v1. },,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15084,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Michael_Jackson> <http://dbpedia.org/ontology/deathDate> ?uri },2009-6-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15084,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Michael_Jackson> <http://dbpedia.org/ontology/deathDate> ?uri },2009-6-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15086,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Margaret_Thatcher> <http://dbpedia.org/ontology/child> ?uri },http://dbpedia.org/resource/Carol_Thatcher,http://dbpedia.org/resource/Mark_Thatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15086,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Margaret_Thatcher> <http://dbpedia.org/ontology/child> ?uri },http://dbpedia.org/resource/Carol_Thatcher,http://dbpedia.org/resource/Mark_Thatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15090,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Scream> <http://dbpedia.org/ontology/museum> ?uri },http://dbpedia.org/resource/National_Gallery_(Norway),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15090,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Scream> <http://dbpedia.org/ontology/museum> ?uri },http://dbpedia.org/resource/National_Gallery_(Norway),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15091,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/William_Goldman> . ?x <http://dbpedia.org/ontology/numberOfPages> ?uri . ?x <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15091,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/William_Goldman> . ?x <http://dbpedia.org/ontology/numberOfPages> ?uri . ?x <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15092,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/publisher> <http://dbpedia.org/resource/Viking_Press> . ?uri <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Jack_Kerouac> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15092,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/publisher> <http://dbpedia.org/resource/Viking_Press> . ?uri <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Jack_Kerouac> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15094,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/elevation> ?uri },,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15094,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/elevation> ?uri },,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15096,SELECT (COUNT(DISTINCT ?x) as ?c) WHERE { ?x <http://dbpedia.org/ontology/capital> <http://dbpedia.org/resource/Australia> . ?x <http://dbpedia.org/ontology/populationTotal> ?uri . },,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15096,SELECT (COUNT(DISTINCT ?x) as ?c) WHERE { <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/capital> ?x. ?x <http://dbpedia.org/ontology/populationTotal> ?uri },,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15097,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/largestCity> ?uri },http://dbpedia.org/resource/Sydney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15097,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/largestCity> ?uri },http://dbpedia.org/resource/Sydney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15098,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Harold_and_Maude> <http://dbpedia.org/ontology/musicComposer> ?uri },http://dbpedia.org/resource/Cat_Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15098,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Harold_and_Maude> <http://dbpedia.org/ontology/musicComposer> ?uri },http://dbpedia.org/resource/Cat_Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15099,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Clint_Eastwood> . ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Clint_Eastwood> . },http://dbpedia.org/resource/Space_Cowboys,http://dbpedia.org/resource/Magnum_Force,http://dbpedia.org/resource/Million_Dollar_Baby,http://dbpedia.org/resource/Gran_Torino,http://dbpedia.org/resource/High_Plains_Drifter,http://dbpedia.org/resource/True_Crime_(1999_film),http://dbpedia.org/resource/Bronco_Billy,http://dbpedia.org/resource/Play_Misty_for_Me,http://dbpedia.org/resource/The_Gauntlet_(film),http://dbpedia.org/resource/Blood_Work_(film),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15099,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Clint_Eastwood> . ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Clint_Eastwood> . },http://dbpedia.org/resource/Space_Cowboys,http://dbpedia.org/resource/Magnum_Force,http://dbpedia.org/resource/Million_Dollar_Baby,http://dbpedia.org/resource/Gran_Torino,http://dbpedia.org/resource/High_Plains_Drifter,http://dbpedia.org/resource/True_Crime_(1999_film),http://dbpedia.org/resource/Bronco_Billy,http://dbpedia.org/resource/Play_Misty_for_Me,http://dbpedia.org/resource/The_Gauntlet_(film),http://dbpedia.org/resource/Blood_Work_(film),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/restingPlace> <http://dbpedia.org/resource/Juliana_of_the_Netherlands> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/restingPlace> <http://dbpedia.org/resource/Juliana_of_the_Netherlands> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Juliana_of_the_Netherlands> <http://dbpedia.org/ontology/restingPlace> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Juliana_of_the_Netherlands> <http://dbpedia.org/ontology/restingPlace> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
