QuestionID;QuestionLength;TripleSize;ResourceTotal;ClassTotal;RelationTotal;_DT ;_IN ;_JJ ;_JJR ;_JJS ;_NN ;_NNS ;_NNP ;_NNPS ;_PRP ;_RB ;_RBR ;_RBS ;_UH ;_VB ;_VBD ;_VBG ;_VBN ;_VBP ;_VBZ ;_WDT ;_WP ;_WP$ ;_WRB ;BooleanAns;NumberAnswer;ListAnswer;RecallDBpedia
10652;10;4;1;1;2;1;1;1;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1
10653;10;3;2;0;1;2;1;1;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
10654;12;3;1;0;1;1;2;0;0;0;2;2;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;1
10655;7;3;2;0;0;1;1;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1
10656;10;3;2;0;1;2;1;1;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0
10657;12;2;1;0;1;1;2;1;0;0;1;0;4;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
10658;14;3;1;0;2;1;3;0;0;0;0;2;2;0;1;0;0;0;0;1;2;0;0;0;0;0;1;0;1;0;0;1;0
10659;6;3;1;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1
10660;9;4;2;0;2;1;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1
10661;8;2;1;0;1;1;1;1;0;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
10662;15;3;1;0;2;3;2;0;0;1;3;0;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1
10663;11;3;2;0;0;1;0;0;0;0;1;0;5;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0.5
10664;16;4;1;1;2;0;1;3;0;0;2;2;2;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;2;0;1;0;1
10665;8;3;2;0;1;1;1;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0
10666;8;3;2;0;0;1;1;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1
10667;7;3;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1
10668;8;3;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;1
10669;6;3;1;1;1;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1
10670;9;4;1;1;1;1;1;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1
10671;7;2;1;0;1;0;1;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1
10672;8;4;1;1;0;0;1;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
10673;13;3;1;0;2;0;1;2;0;0;0;2;3;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;
10674;8;2;1;0;1;0;1;0;0;0;1;0;3;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1
10675;11;2;1;0;1;2;2;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0
10676;8;2;1;0;1;1;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
10677;7;2;1;0;1;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;
10678;8;2;1;0;1;1;1;0;0;0;2;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
10679;11;4;1;1;2;1;1;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;1;0;0;1;1
10680;11;3;2;0;1;1;1;1;0;0;3;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;
10681;7;4;1;1;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;1;
10682;11;4;2;0;2;0;1;1;0;0;1;0;4;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1
10683;10;3;1;0;1;0;1;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;0;1;1
10684;10;3;1;0;2;2;2;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1
10685;16;3;1;0;0;3;3;1;0;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1
10686;7;2;1;0;1;1;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
10687;10;4;1;1;2;1;1;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0
10688;14;5;2;1;2;1;1;0;0;0;3;0;3;0;0;1;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;1;0
10689;14;4;1;1;2;0;2;1;0;0;1;3;1;1;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;1;
10690;13;4;2;0;2;1;1;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0.5
10691;8;2;1;0;1;1;1;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
10692;17;3;1;0;2;2;2;2;0;0;3;1;1;1;0;1;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;1;1
10693;10;3;1;0;1;1;2;0;0;0;0;3;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0
10694;19;3;1;0;0;2;2;1;0;0;5;1;0;0;1;0;0;0;0;2;0;0;0;0;2;0;1;1;0;0;0;1;0
10695;7;3;2;0;1;1;1;0;0;0;2;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1
10696;11;4;1;1;1;1;1;0;0;0;2;1;2;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;1
10697;9;4;1;1;1;1;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1
10698;10;3;1;1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;1;1
10699;8;3;2;0;0;1;1;0;0;0;1;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
10700;8;2;1;0;1;1;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
10701;9;4;2;0;2;0;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1
10702;11;3;1;0;2;0;2;2;0;0;0;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1
10703;4;2;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1
10704;13;3;1;0;0;2;3;1;0;0;2;1;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;1;0;1
10705;8;4;1;1;2;0;1;1;0;0;0;2;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0.5
10706;8;3;1;0;2;1;2;1;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;
10707;19;5;2;1;2;2;0;1;0;0;4;0;4;1;0;0;0;0;0;1;0;0;0;0;2;0;1;1;0;0;0;1;0.5
10708;14;4;1;1;2;2;2;1;0;0;1;1;2;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;1
10709;9;3;1;1;1;1;0;0;0;0;1;1;3;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;1
10710;9;3;2;0;1;1;1;1;0;0;1;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1
10711;10;4;1;1;2;1;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;1;1
10712;16;4;1;1;1;2;2;0;0;0;3;2;2;0;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;1;1
10713;16;3;1;0;0;2;2;0;0;0;1;1;3;0;0;1;0;0;0;1;0;0;2;0;1;1;0;0;0;0;0;1;0
10714;9;2;1;0;1;1;1;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1
10715;12;3;1;0;1;1;2;1;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;1
10716;9;3;2;0;0;1;1;0;0;0;1;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1
10717;16;4;1;1;2;3;2;1;0;0;4;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1
10718;7;2;1;0;1;0;0;1;0;0;0;1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;1
10719;11;3;1;0;0;0;1;2;0;0;0;2;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;
10720;14;4;1;1;2;2;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;1;0;0;0;0;1;1
10721;6;2;1;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
10722;10;2;1;0;1;1;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1
10723;10;3;1;0;2;1;0;0;0;0;3;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;1;
10724;21;4;1;1;1;1;4;2;0;0;1;3;3;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;1;0;0;1;
10725;9;3;1;1;1;0;1;1;0;0;2;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;
10726;8;3;2;0;1;0;1;0;0;0;0;0;3;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0.5
10727;7;2;1;0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;
10728;13;5;2;1;2;0;2;0;0;0;2;1;1;0;1;0;0;0;0;0;0;1;1;0;3;1;0;0;0;0;0;1;0
10729;15;4;2;0;1;1;1;0;0;0;5;0;4;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0
10730;11;3;1;1;1;1;0;1;0;0;2;0;3;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;1
10731;13;3;1;0;2;3;2;0;0;0;2;2;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;
10732;11;2;1;0;1;0;2;1;0;0;3;0;1;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;1;1
10733;15;4;2;0;2;2;2;1;0;0;2;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0.5
10734;8;2;1;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0
10735;5;2;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0
10736;8;4;1;1;1;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1
10737;15;4;1;1;2;2;1;2;0;0;3;1;0;0;0;1;0;0;0;0;0;1;0;0;2;0;1;1;0;0;0;1;0
10738;8;3;1;1;1;0;1;1;0;0;0;2;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1
10739;8;5;2;1;2;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0.5
10740;18;4;2;0;2;1;2;0;0;0;5;0;6;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0.5
10741;7;3;2;0;0;1;0;0;0;0;0;1;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1
10742;13;4;2;0;1;2;2;1;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
10743;11;4;1;1;2;1;1;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;1;0;0;1;1
10744;14;4;2;0;2;1;2;1;0;0;3;0;4;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0
10745;9;2;1;0;0;1;1;1;0;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1
10746;10;4;1;1;2;1;2;0;0;0;0;1;2;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;1;1
10747;7;3;2;0;1;1;1;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1
10748;7;2;1;0;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
10749;6;3;2;0;0;0;1;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0.5
10750;10;4;1;1;1;1;1;2;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;
10751;7;3;2;0;0;1;1;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1
10752;9;3;1;1;0;0;1;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;1
10753;8;3;1;1;1;0;1;1;0;0;1;1;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1
10754;7;3;2;0;1;1;1;0;0;0;1;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1
10755;17;3;1;0;2;2;3;2;0;0;2;1;5;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0
10756;7;4;1;1;1;0;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1
10757;11;3;1;0;1;2;2;2;0;0;0;2;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1
10758;14;4;1;1;2;2;1;1;0;0;3;2;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;1
10759;9;3;2;0;0;1;1;0;0;0;1;0;4;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0.5
10760;17;4;2;0;2;3;1;1;0;1;4;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0.5
10761;15;3;1;0;2;3;2;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;1;0
10762;7;4;2;0;2;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0.5
10763;8;3;1;1;1;0;1;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1
10764;10;5;2;1;2;1;1;0;0;0;1;1;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
10765;15;4;1;1;2;2;1;0;0;0;2;1;3;1;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;1;1
10766;19;4;2;0;2;2;3;1;0;0;2;0;4;1;0;1;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;1;0.5
10767;12;3;1;1;1;1;0;0;0;0;2;1;3;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;1
10768;11;2;1;0;1;1;2;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0
10769;5;2;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0
10770;11;4;1;1;2;0;2;1;0;0;0;2;1;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;1;0;1
10771;13;4;1;1;2;2;1;0;0;0;1;2;2;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0
10772;14;3;1;0;0;2;1;2;0;0;2;2;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;2;0;1;0;
10773;6;3;2;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0.5
10774;9;3;1;0;2;0;1;1;0;0;3;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1
10775;8;3;1;1;1;1;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
10776;15;4;1;1;2;1;2;1;0;0;3;1;0;0;0;0;0;0;1;0;0;0;2;2;0;0;1;0;1;0;0;1;0
10777;17;3;1;0;2;2;1;2;0;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;1;1
10778;11;5;2;1;2;1;1;0;0;0;1;1;2;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0.5
10779;13;3;1;0;2;2;1;1;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;1
10780;12;3;2;0;0;2;1;0;0;0;2;0;4;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0.5
10781;10;3;1;1;1;1;0;1;0;0;2;1;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1
10782;14;4;2;0;2;1;2;0;0;0;3;0;4;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0
10783;6;2;1;0;1;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1
10784;9;3;2;0;1;0;2;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0.5
10785;14;4;1;1;2;2;1;1;0;0;2;1;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1
10786;6;2;1;0;1;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1
10787;9;3;2;0;0;1;1;1;0;0;2;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0.5
10788;12;3;1;0;2;1;2;2;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1
10789;9;3;1;0;1;1;1;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0
10790;14;3;1;0;2;1;1;2;0;0;1;1;2;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;1;0;1;0;1
10791;11;4;2;0;2;0;0;2;0;0;1;0;4;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0.5
10792;8;2;1;0;1;1;2;1;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
10793;6;2;1;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;
10794;15;4;1;1;2;3;2;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;1;2;0;1;1;0;0;0;0;1;1
10795;7;3;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;1;
10796;6;3;1;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1
10797;11;5;2;1;2;1;1;0;0;0;2;0;3;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;1
10798;13;4;1;1;2;1;0;0;0;0;6;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;1;1
10799;7;3;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1
10800;16;3;0;0;2;3;2;3;0;0;2;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0
10801;7;2;1;0;1;0;1;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1
10802;8;2;1;0;1;1;1;0;0;0;1;0;3;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
10803;10;3;1;0;1;1;1;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;1
10804;6;3;1;1;1;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0
10805;9;2;1;0;1;1;1;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
10806;7;3;2;0;0;0;1;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0.5
10807;14;3;1;0;2;2;2;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;0;1;0;1;0;
10808;13;3;1;0;2;2;2;1;0;0;2;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0
10809;8;4;1;1;2;0;2;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1
10810;7;3;2;0;0;1;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0.5
10811;11;3;1;1;1;1;1;0;0;0;1;1;2;1;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;1;1
10812;10;2;1;0;1;1;1;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0
10813;12;2;1;0;0;0;2;2;0;0;2;0;3;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0
10814;9;3;1;1;0;0;1;1;0;0;0;1;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1
10815;12;4;1;1;2;1;0;0;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;1;0
10816;7;2;1;0;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1
10817;8;4;2;0;2;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0.5
10818;13;2;1;0;1;1;1;1;0;0;2;0;2;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;1;0
10819;7;3;2;0;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0.5
10820;13;4;2;0;2;1;0;1;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;1;1
10821;5;3;2;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0.5
10822;9;3;1;1;1;1;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1
10823;9;3;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;1
10824;8;3;2;0;0;1;1;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0.5
10825;14;4;2;0;2;1;3;0;0;0;3;0;4;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0.5
10826;13;4;1;1;1;0;0;1;0;0;0;3;1;0;0;1;0;0;0;1;0;0;0;2;0;1;0;1;0;0;0;1;0
10827;5;2;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1
10828;16;4;2;0;2;1;2;1;0;0;1;1;4;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0.5
10829;8;2;1;0;1;1;1;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
10830;8;2;1;0;1;2;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1
10831;15;4;1;1;1;2;3;0;0;0;3;0;2;0;0;0;0;0;0;0;1;0;1;0;1;0;2;0;0;0;0;1;0
10832;12;4;2;0;2;1;1;1;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0
10833;8;2;1;0;1;1;1;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1
10834;9;3;1;1;1;1;1;0;0;0;1;2;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;1
10835;15;4;2;0;2;3;2;0;0;0;2;0;4;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1
10836;8;3;1;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;1;1
10837;14;4;1;1;2;1;2;0;0;0;1;2;1;0;0;0;0;0;0;0;1;0;2;1;0;1;1;0;0;0;0;1;0
10838;12;4;1;1;0;1;2;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;1
10839;16;4;2;0;2;2;1;1;0;0;3;1;2;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0.5
10840;7;2;1;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1
10841;7;2;1;0;1;1;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
10842;8;3;2;0;0;1;1;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1
10843;8;2;1;0;1;1;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1
10844;16;5;2;1;2;1;2;0;0;0;2;0;5;0;0;0;0;0;0;1;1;0;2;0;0;0;0;1;0;0;0;1;1
10845;8;2;1;0;1;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1
10846;15;4;1;1;1;3;2;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0
10847;14;3;1;0;2;3;3;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1
10848;9;3;1;0;2;2;2;0;0;0;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;
10849;7;3;1;1;1;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1
10850;16;4;1;1;2;3;2;0;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;1;0
