QuestionID;QuestionLength;_DT ;_IN ;_JJ ;_JJR ;_JJS ;_NN ;_NNS ;_NNP ;_NNPS ;_PRP ;_RB ;_RBR ;_RBS ;_UH ;_VB ;_VBD ;_VBG ;_VBN ;_VBP ;_VBZ ;_WDT ;_WP ;_WP$ ;_WRB ;BooleanAns;NumberAnswer;ListAnswer;RecallDBpedia
10770;11;0;2;1;0;0;0;2;1;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;1;0;1
10771;13;2;1;0;0;0;1;2;2;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0
10772;14;2;1;2;0;0;2;2;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;2;0;1;0;
10773;6;1;0;0;0;0;0;0;2;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0.5
10774;9;0;1;1;0;0;3;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1
10775;8;1;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
10776;15;1;2;1;0;0;3;1;0;0;0;0;0;0;1;0;0;0;2;2;0;0;1;0;1;0;0;1;0
10777;17;2;1;2;0;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;1;1
10778;11;1;1;0;0;0;1;1;2;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0.5
10779;13;2;1;1;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;1
10780;12;2;1;0;0;0;2;0;4;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0.5
10781;10;1;0;1;0;0;2;1;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1
10782;14;1;2;0;0;0;3;0;4;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0
10783;6;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1
10784;9;0;2;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0.5
10785;14;2;1;1;0;0;2;1;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1
10786;6;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1
10787;9;1;1;1;0;0;2;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0.5
10788;12;1;2;2;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1
10789;9;1;1;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0
10790;14;1;1;2;0;0;1;1;2;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;1;0;1;0;1
10791;11;0;0;2;0;0;1;0;4;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0.5
10792;8;1;2;1;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
10793;6;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;
10794;15;3;2;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;1;2;0;1;1;0;0;0;0;1;1
10795;7;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;1;
10796;6;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1
10797;11;1;1;0;0;0;2;0;3;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;1
10798;13;1;0;0;0;0;6;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;1;1
10799;7;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1
10800;16;3;2;3;0;0;2;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0
10801;7;0;1;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1
10802;8;1;1;0;0;0;1;0;3;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
10803;10;1;1;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;1
10804;6;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0
10805;9;1;1;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
10806;7;0;1;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0.5
10807;14;2;2;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;0;1;0;1;0;
10808;13;2;2;1;0;0;2;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0
10809;8;0;2;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1
10810;7;1;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0.5
10811;11;1;1;0;0;0;1;1;2;1;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;1;1
10812;10;1;1;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0
10813;12;0;2;2;0;0;2;0;3;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0
10814;9;0;1;1;0;0;0;1;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1
10815;12;1;0;0;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;1;0
10816;7;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1
10817;8;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0.5
10818;13;1;1;1;0;0;2;0;2;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;1;0
10819;7;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0.5
10820;13;1;0;1;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;1;1
10821;5;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0.5
10822;9;1;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1
10823;9;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;1
10824;8;1;1;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0.5
10825;14;1;3;0;0;0;3;0;4;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0.5
10826;13;0;0;1;0;0;0;3;1;0;0;1;0;0;0;1;0;0;0;2;0;1;0;1;0;0;0;1;0
10827;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1
10828;16;1;2;1;0;0;1;1;4;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0.5
10829;8;1;1;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
10830;8;2;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1
10831;15;2;3;0;0;0;3;0;2;0;0;0;0;0;0;0;1;0;1;0;1;0;2;0;0;0;0;1;0
10832;12;1;1;1;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0
10833;8;1;1;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1
10834;9;1;1;0;0;0;1;2;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;1
10835;15;3;2;0;0;0;2;0;4;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1
10836;8;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;1;1
10837;14;1;2;0;0;0;1;2;1;0;0;0;0;0;0;0;1;0;2;1;0;1;1;0;0;0;0;1;0
10838;12;1;2;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;1
10839;16;2;1;1;0;0;3;1;2;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0.5
10840;7;0;0;0;0;0;2;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1
10841;7;1;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
10842;8;1;1;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1
10843;8;1;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1
10844;16;1;2;0;0;0;2;0;5;0;0;0;0;0;0;1;1;0;2;0;0;0;0;1;0;0;0;1;1
10845;8;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1
10846;15;3;2;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0
10847;14;3;3;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1
10848;9;2;2;0;0;0;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;
10849;7;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1
10850;16;3;2;0;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;1;0
10851;24;3;5;1;0;0;7;0;4;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1
10852;6;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0.5
10853;15;3;2;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0.5
10854;11;2;2;1;0;0;0;2;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;1
10855;10;2;2;0;0;0;3;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
10856;9;1;1;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0
10857;14;3;1;0;0;0;3;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;1;0
10858;15;2;2;0;0;0;2;1;3;0;0;0;0;0;0;0;0;0;1;1;1;2;0;0;0;0;0;1;1
10859;19;2;3;0;0;0;6;0;4;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0.5
10860;8;1;1;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
10861;16;2;1;3;0;0;2;2;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;2;0;1;0;1
10862;16;2;1;1;0;0;1;2;2;0;0;0;0;0;0;0;0;0;1;2;0;1;1;0;0;0;0;1;1
10863;9;1;1;0;0;0;2;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
10864;15;1;2;2;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;1;0;
10865;12;1;1;1;0;0;3;0;4;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0.5
10866;8;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;1;1
10867;8;1;1;1;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1
10868;13;1;0;0;0;0;5;0;2;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0
10869;9;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1
10870;8;1;1;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1
10871;8;1;0;0;0;0;1;0;4;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0.5
10872;9;1;1;1;0;0;1;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1
10873;13;1;2;1;0;0;2;0;4;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0
10874;9;1;1;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
10875;11;1;1;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;1;1
10876;11;2;1;0;0;0;2;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;1
10877;13;1;0;0;0;0;2;1;4;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;1;1
10878;9;1;1;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1
10879;8;1;1;0;0;0;2;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0.5
10880;17;0;4;1;0;0;2;2;3;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;1
10881;7;1;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
10882;7;0;1;0;0;0;1;0;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0
10883;9;0;1;1;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1
10884;11;1;2;0;0;0;3;0;2;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;
10885;11;1;0;1;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;1;
10886;11;1;1;1;0;0;3;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1
10887;7;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;
10888;8;1;1;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0
10889;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1
10890;10;0;1;1;0;0;2;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1
10891;6;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1
10892;10;1;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;1;1
10893;12;1;1;0;0;0;5;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0
10894;8;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1
10895;16;2;2;0;0;0;4;0;6;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0.5
10896;9;0;1;1;0;0;0;1;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1
10897;14;0;2;2;0;0;1;2;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0;1;1
10898;11;1;0;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1
10899;12;2;2;2;0;0;2;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1
10900;11;1;2;1;0;0;1;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;1
10901;11;1;2;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0
10902;9;0;1;0;0;0;1;0;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1
10903;12;2;2;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;1;1
10904;10;2;1;0;0;0;2;0;2;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0.5
10905;12;1;2;1;0;0;1;2;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;1
10906;12;1;1;1;0;0;3;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;1;1
10907;12;1;2;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;2;0;1;1;0;0;0;0;0;1;
10908;12;2;1;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;
10909;15;1;2;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;2;1;1;1;0;1;0;0;0;1;
10910;14;1;1;1;0;0;2;3;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;0;1;0;1
10911;11;1;1;1;0;0;2;0;2;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;1;1
10912;7;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1
10913;9;1;0;0;0;0;3;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;1
10914;10;1;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0;0;1;1
10915;9;2;2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;
10916;14;2;3;0;0;0;0;1;3;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1
10917;6;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1
10918;10;2;1;0;0;0;3;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0.5
10919;12;1;1;1;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
10920;8;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1
10921;12;2;0;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;1;0;1
10922;18;2;2;2;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1
10923;7;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;
10924;6;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;
10925;11;1;1;1;0;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;1
10926;7;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1
10927;16;3;1;1;0;2;3;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1
10928;11;1;1;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;1
10929;5;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1
10930;8;1;1;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
10931;8;1;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0.5
10932;16;3;2;2;0;0;3;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;1
10933;10;0;1;1;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1
10934;7;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0.5
10935;8;0;1;1;0;0;1;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1
10936;11;1;1;1;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;1;1
10937;10;1;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1
10938;9;1;1;1;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
10939;5;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;
10940;13;1;2;1;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;1;1
10941;16;0;1;1;0;0;2;0;7;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0
10942;8;1;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0
10943;10;1;1;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1
10944;9;1;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;1;1
10945;14;1;2;1;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1
10946;14;2;3;0;0;0;1;2;2;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1
10947;9;1;2;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1
10948;6;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1
10949;14;2;1;0;1;0;3;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0
10950;12;2;3;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0
10951;7;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
10952;7;1;1;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1
10953;8;0;1;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1
10954;16;2;2;0;0;1;3;0;3;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;1
10955;5;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;
10956;9;2;1;0;0;0;1;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1
10957;12;0;3;0;0;0;3;0;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1
10958;14;2;1;1;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;1
10959;7;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1
10960;9;2;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1
10961;9;0;1;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1
10962;12;2;1;0;0;0;2;0;2;0;0;0;0;0;0;0;1;1;0;0;1;0;2;0;0;0;0;1;
10963;7;1;1;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0.5
10964;10;1;0;1;0;0;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1
10965;8;1;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;
10966;14;1;0;0;0;0;3;1;4;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;1
10967;9;1;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1
10968;11;2;1;1;0;0;1;0;4;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0.5
10969;6;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;
10970;9;1;2;0;0;0;3;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0.5
10971;13;1;2;1;0;0;0;2;3;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;1;0;
10972;9;1;1;1;0;0;3;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1
10973;7;1;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1
10974;12;0;1;1;0;0;2;1;4;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0.5
10975;9;1;0;1;0;0;2;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
10976;10;0;1;1;0;0;0;2;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1
10977;10;0;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;1;1
10978;13;3;1;0;0;0;1;2;2;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0.5
10979;8;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;1
10980;21;2;2;1;0;0;2;1;8;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0
10981;9;1;1;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0.5
10982;13;1;3;1;0;0;1;3;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0
10983;20;2;3;2;0;0;4;1;2;0;0;0;0;0;0;0;0;0;0;2;1;2;0;0;1;0;1;0;
10984;7;1;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1
10985;12;1;1;0;0;0;1;1;5;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;
10986;15;2;3;2;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0
10987;8;0;1;0;0;0;1;1;2;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1
10988;4;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;
10989;13;2;1;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;1;1
10990;9;1;2;0;0;0;2;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1
10991;11;1;1;1;0;0;2;1;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1
10992;13;2;3;0;0;0;1;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0.5
10993;10;0;2;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1
10994;14;2;1;0;0;0;4;0;3;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0
