QuestionID;QuestionLength;_DT ;_IN ;_JJ ;_JJR ;_JJS ;_NN ;_NNS ;_NNP ;_NNPS ;_PRP ;_RB ;_RBR ;_RBS ;_UH ;_VB ;_VBD ;_VBG ;_VBN ;_VBP ;_VBZ ;_WDT ;_WP ;_WP$ ;_WRB ;ResourceTotal
10762;7;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2
10763;8;0;1;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1
10764;10;1;1;0;0;0;1;1;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2
10765;15;2;1;0;0;0;2;1;3;1;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1
10766;19;2;3;1;0;0;2;0;4;1;0;1;0;0;0;0;0;0;1;0;2;0;1;0;0;2
10767;12;1;0;0;0;0;2;1;3;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1
10768;11;1;2;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
10769;5;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
10770;11;0;2;1;0;0;0;2;1;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;1
10771;13;2;1;0;0;0;1;2;2;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1
10772;14;2;1;2;0;0;2;2;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;2;1
10773;6;1;0;0;0;0;0;0;2;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2
10774;9;0;1;1;0;0;3;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1
10775;8;1;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
10776;15;1;2;1;0;0;3;1;0;0;0;0;0;0;1;0;0;0;2;2;0;0;1;0;1;1
10777;17;2;1;2;0;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;1
10778;11;1;1;0;0;0;1;1;2;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2
10779;13;2;1;1;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1
10780;12;2;1;0;0;0;2;0;4;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
10781;10;1;0;1;0;0;2;1;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
10782;14;1;2;0;0;0;3;0;4;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;2
10783;6;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
10784;9;0;2;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
10785;14;2;1;1;0;0;2;1;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1
10786;6;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
10787;9;1;1;1;0;0;2;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2
10788;12;1;2;2;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
10789;9;1;1;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1
10790;14;1;1;2;0;0;1;1;2;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;1;1
10791;11;0;0;2;0;0;1;0;4;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;2
10792;8;1;2;1;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
10793;6;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1
10794;15;3;2;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;1;2;0;1;1;0;0;1
10795;7;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;1
10796;6;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1
10797;11;1;1;0;0;0;2;0;3;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;2
10798;13;1;0;0;0;0;6;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;1
10799;7;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1
10800;16;3;2;3;0;0;2;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
10801;7;0;1;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
10802;8;1;1;0;0;0;1;0;3;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1
10803;10;1;1;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;1
10804;6;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
10805;9;1;1;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
10806;7;0;1;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
10807;14;2;2;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;0;1;1
10808;13;2;2;1;0;0;2;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1
10809;8;0;2;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1
10810;7;1;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
10811;11;1;1;0;0;0;1;1;2;1;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;1
10812;10;1;1;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1
10813;12;0;2;2;0;0;2;0;3;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1
10814;9;0;1;1;0;0;0;1;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1
10815;12;1;0;0;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;1
10816;7;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1
10817;8;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2
10818;13;1;1;1;0;0;2;0;2;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;1;1
10819;7;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2
10820;13;1;0;1;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;2
10821;5;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2
10822;9;1;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1
10823;9;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1
10824;8;1;1;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
10825;14;1;3;0;0;0;3;0;4;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;2
10826;13;0;0;1;0;0;0;3;1;0;0;1;0;0;0;1;0;0;0;2;0;1;0;1;0;1
10827;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1
10828;16;1;2;1;0;0;1;1;4;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;2
10829;8;1;1;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
10830;8;2;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1
10831;15;2;3;0;0;0;3;0;2;0;0;0;0;0;0;0;1;0;1;0;1;0;2;0;0;1
10832;12;1;1;1;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2
10833;8;1;1;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
10834;9;1;1;0;0;0;1;2;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1
10835;15;3;2;0;0;0;2;0;4;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;2
10836;8;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;1
10837;14;1;2;0;0;0;1;2;1;0;0;0;0;0;0;0;1;0;2;1;0;1;1;0;0;1
10838;12;1;2;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;1
10839;16;2;1;1;0;0;3;1;2;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;2
10840;7;0;0;0;0;0;2;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1
10841;7;1;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
10842;8;1;1;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2
10843;8;1;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
10844;16;1;2;0;0;0;2;0;5;0;0;0;0;0;0;1;1;0;2;0;0;0;0;1;0;2
10845;8;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
10846;15;3;2;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1
10847;14;3;3;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1
10848;9;2;2;0;0;0;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
10849;7;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
10850;16;3;2;0;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;1
10851;24;3;5;1;0;0;7;0;4;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2
10852;6;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
10853;15;3;2;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2
10854;11;2;2;1;0;0;0;2;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1
10855;10;2;2;0;0;0;3;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
10856;9;1;1;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
10857;14;3;1;0;0;0;3;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;1
10858;15;2;2;0;0;0;2;1;3;0;0;0;0;0;0;0;0;0;1;1;1;2;0;0;0;1
10859;19;2;3;0;0;0;6;0;4;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;2
10860;8;1;1;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
10861;16;2;1;3;0;0;2;2;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;2;1
10862;16;2;1;1;0;0;1;2;2;0;0;0;0;0;0;0;0;0;1;2;0;1;1;0;0;1
10863;9;1;1;0;0;0;2;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
10864;15;1;2;2;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1
10865;12;1;1;1;0;0;3;0;4;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2
10866;8;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;1
10867;8;1;1;1;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
10868;13;1;0;0;0;0;5;0;2;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1
10869;9;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2
10870;8;1;1;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
10871;8;1;0;0;0;0;1;0;4;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2
10872;9;1;1;1;0;0;1;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
10873;13;1;2;1;0;0;2;0;4;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;2
10874;9;1;1;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
10875;11;1;1;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;1
10876;11;2;1;0;0;0;2;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1
10877;13;1;0;0;0;0;2;1;4;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;2
10878;9;1;1;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
10879;8;1;1;0;0;0;2;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2
10880;17;0;4;1;0;0;2;2;3;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;1
10881;7;1;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
10882;7;0;1;0;0;0;1;0;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2
10883;9;0;1;1;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1
10884;11;1;2;0;0;0;3;0;2;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1
10885;11;1;0;1;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;1
10886;11;1;1;1;0;0;3;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
10887;7;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1
10888;8;1;1;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
10889;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
10890;10;0;1;1;0;0;2;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1
10891;6;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2
10892;10;1;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;1
10893;12;1;1;0;0;0;5;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
10894;8;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2
10895;16;2;2;0;0;0;4;0;6;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
10896;9;0;1;1;0;0;0;1;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1
10897;14;0;2;2;0;0;1;2;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;1;1
10898;11;1;0;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1
10899;12;2;2;2;0;0;2;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1
10900;11;1;2;1;0;0;1;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;1
10901;11;1;2;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1
10902;9;0;1;0;0;0;1;0;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2
10903;12;2;2;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;1
10904;10;2;1;0;0;0;2;0;2;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;2
10905;12;1;2;1;0;0;1;2;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;1
10906;12;1;1;1;0;0;3;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;1
10907;12;1;2;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;2;0;1;1;0;0;0;1
10908;12;2;1;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2
10909;15;1;2;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;2;1;1;1;0;1;0;1
10910;14;1;1;1;0;0;2;3;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;1
10911;11;1;1;1;0;0;2;0;2;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;1
10912;7;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
10913;9;1;0;0;0;0;3;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1
10914;10;1;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;1
10915;9;2;2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
10916;14;2;3;0;0;0;0;1;3;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1
10917;6;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1
10918;10;2;1;0;0;0;3;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
10919;12;1;1;1;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
10920;8;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1
10921;12;2;0;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;1
10922;18;2;2;2;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1
10923;7;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1
10924;6;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1
10925;11;1;1;1;0;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;2
10926;7;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
10927;16;3;1;1;0;2;3;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1
10928;11;1;1;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1
10929;5;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1
10930;8;1;1;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
10931;8;1;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
10932;16;3;2;2;0;0;3;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1
10933;10;0;1;1;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2
10934;7;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;2
10935;8;0;1;1;0;0;1;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1
10936;11;1;1;1;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;1
10937;10;1;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1
10938;9;1;1;1;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1
10939;5;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2
10940;13;1;2;1;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1
10941;16;0;1;1;0;0;2;0;7;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;2
10942;8;1;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1
10943;10;1;1;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
10944;9;1;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;1
10945;14;1;2;1;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1
10946;14;2;3;0;0;0;1;2;2;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1
10947;9;1;2;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1
10948;6;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1
10949;14;2;1;0;1;0;3;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1
10950;12;2;3;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1
10951;7;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1
10952;7;1;1;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
10953;8;0;1;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1
10954;16;2;2;0;0;1;3;0;3;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;2
10955;5;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
10956;9;2;1;0;0;0;1;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
10957;12;0;3;0;0;0;3;0;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2
10958;14;2;1;1;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1
10959;7;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1
10960;9;2;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1
10961;9;0;1;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;2
10962;12;2;1;0;0;0;2;0;2;0;0;0;0;0;0;0;1;1;0;0;1;0;2;0;0;1
10963;7;1;1;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
10964;10;1;0;1;0;0;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;2
10965;8;1;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
10966;14;1;0;0;0;0;3;1;4;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2
10967;9;1;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
10968;11;2;1;1;0;0;1;0;4;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2
10969;6;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1
10970;9;1;2;0;0;0;3;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2
10971;13;1;2;1;0;0;0;2;3;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;1
10972;9;1;1;1;0;0;3;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
10973;7;1;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
10974;12;0;1;1;0;0;2;1;4;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2
10975;9;1;0;1;0;0;2;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2
10976;10;0;1;1;0;0;0;2;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1
10977;10;0;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;1
10978;13;3;1;0;0;0;1;2;2;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;2
10979;8;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;1
10980;21;2;2;1;0;0;2;1;8;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2
10981;9;1;1;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
10982;13;1;3;1;0;0;1;3;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1
10983;20;2;3;2;0;0;4;1;2;0;0;0;0;0;0;0;0;0;0;2;1;2;0;0;1;1
10984;7;1;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1
10985;12;1;1;0;0;0;1;1;5;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1
10986;15;2;3;2;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
10987;8;0;1;0;0;0;1;1;2;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1
10988;4;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
10989;13;2;1;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;1
10990;9;1;2;0;0;0;2;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1
10991;11;1;1;1;0;0;2;1;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1
10992;13;2;3;0;0;0;1;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2
10993;10;0;2;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1
10994;14;2;1;0;0;0;4;0;3;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1
10995;13;1;1;0;0;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
10996;13;1;1;1;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;0;1
10997;17;4;2;0;0;0;3;0;4;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;2
10998;12;2;1;1;0;0;1;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1
10999;8;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1
11000;9;1;2;0;0;0;2;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
11001;9;0;1;2;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1
11002;9;1;2;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
11003;10;2;1;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
11004;8;0;1;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1
11005;13;1;2;0;0;0;3;1;2;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;1
11006;13;2;2;1;0;0;2;1;2;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1
11007;8;1;1;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2
11008;9;1;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1
11009;14;0;0;0;0;0;2;0;2;0;1;0;0;0;0;1;2;0;1;0;0;2;0;0;0;2
11010;12;2;1;0;0;0;1;0;5;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
11011;8;1;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
11012;15;3;2;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1
